date,temp,avg_humidity,avg_dewpoint,avg_barometer,avg_windspeed,avg_gustspeed,avg_direction,rainfall_month,rainfall_year,max_rain_per_minute,max_temp,min_temp,max_humidity,min_humidity,max_pressure,min_pressure,max_windspeed,max_gustspeed,max_heat_index,month,diff_pressure
25-08-2022,60.2,47,37.2,29.8,2.3,3.9,275,1.52,9.41,0,78.1,41.3,78,20,29.881,29.717,16.1,24.2,77.6,8,0.164
26-08-2022,63.9,40,33.4,29.9,2.1,3.6,276,1.52,9.41,0,84.5,42.5,76,13,30.045,29.791,23,27.6,81.5,8,0.254
27-08-2022,61.2,44,36.9,30,1.9,3.5,277,1.52,9.41,0,77.2,43.5,69,22,30.074,29.839,15,19.6,77.6,8,0.235
28-08-2022,60.8,50,37.8,29.9,1.7,3.2,276,1.52,9.41,0,82.6,40.3,88,15,30.076,29.846,10.4,19.6,80.2,8,0.23
29-08-2022,58.9,51,38.1,29.9,2,3.2,272,1.66,9.55,0,81.6,41.1,81,17,30.066,29.822,19.6,28.8,79.5,8,0.244
30-08-2022,59.7,52,39.6,29.9,1.7,2.8,273,1.66,9.55,0,77.9,42.1,81,20,30.015,29.781,18.4,28.8,77.7,8,0.234
31-08-2022,58.4,64,44.3,29.8,2.6,4,272,2.01,9.9,0,78.3,44.5,88,22,29.976,29.733,15,19.6,78,8,0.243
01-09-2022,61.9,52,40.8,29.9,3,4.9,272,0.01,9.92,0,78.1,47.3,92,20,29.943,29.754,16.1,25.3,77.7,9,0.189
02-09-2022,60.7,51,38.9,30,1.3,2.6,261,0.01,9.92,0,79.2,40.3,88,21,30.114,29.896,10.4,20.7,78.5,9,0.218
03-09-2022,65.4,40,33.1,29.9,1.8,3.2,267,0.01,9.92,0,88.6,42.9,81,10,30.051,29.82,13.8,19.6,84.7,9,0.231
04-09-2022,60.3,43,34.2,29.9,2.8,4.8,276,0.01,9.92,0,85.9,41.5,68,8,30.096,29.792,16.1,25.3,82.6,9,0.304
05-09-2022,53.3,60,39.3,30.1,2.7,4.7,278,0.01,9.92,0,64.7,41.3,82,40,30.194,29.915,10.4,16.1,64.7,9,0.279
06-09-2022,53.9,60,37.6,30,1.6,3,272,0.01,9.92,0,72.8,34.1,94,27,30.21,29.871,10.4,16.1,77.2,9,0.339
07-09-2022,56.9,50,34.4,29.9,1.7,3.2,275,0.01,9.92,0,76.1,37.6,89,18,30.018,29.768,11.5,18.4,76.6,9,0.25
08-09-2022,56.7,55,37.6,29.9,2.8,4.5,269,0.03,9.94,0,77.6,39.1,80,19,30.024,29.791,17.3,24.2,77.4,9,0.233
09-09-2022,59.1,57,41.2,29.9,2.9,4.5,262,0.07,9.98,0,82,43.6,88,18,30.007,29.791,18.4,26.5,79.9,9,0.216
10-09-2022,58.3,60,42.6,30,2.3,3.7,275,0.08,9.99,0,78.6,44.3,84,20,30.051,29.83,12.7,19.6,77.9,9,0.221
11-09-2022,58.7,64,44.7,30,1.2,2.3,273,0.09,10,0,77.6,46.2,89,26,30.116,29.895,9.2,13.8,77.7,9,0.221
12-09-2022,62,49,38,29.8,1.8,3.2,274,0.09,10,0,81.1,41.6,91,15,30.019,29.606,11.5,17.3,79.2,9,0.413
13-09-2022,63.6,38,35.7,29.6,4,6.4,273,0.09,10,0,79.6,51.1,62,17,29.681,29.474,17.3,28.8,78.3,9,0.207
14-09-2022,59.9,46,37.2,29.6,3.7,5.6,268,0.1,10.01,0,75.4,47.6,68,20,29.693,29.445,18.4,26.5,76.3,9,0.248
15-09-2022,59.3,34,29.3,29.5,8.1,12.1,272,0.12,10.03,0,71.5,48,72,15,29.728,29.388,23,32.2,74.3,9,0.34
16-09-2022,51.8,51,31.3,29.8,6.6,9.6,272,0.13,10.04,0,64.2,39.2,86,15,30.044,29.576,25.3,34.5,64.2,9,0.468
17-09-2022,48.1,67,35.6,29.9,2.4,3.9,277,0.13,10.04,0,68.3,30.9,92,20,30.168,29.811,18.4,24.2,74.3,9,0.357
18-09-2022,53.3,49,29,29.8,4,5.9,272,0.13,10.04,0,72,33.2,90,15,30.042,29.489,19.6,26.5,74,9,0.553
19-09-2022,62.5,19,18.3,29.4,8.9,13,272,0.13,10.04,0,72.1,53.5,41,11,29.498,29.217,26.5,38,73.4,9,0.281
20-09-2022,55.4,39,29.3,29.6,6.6,9.6,273,0.13,10.04,0,72.5,39.9,61,17,29.712,29.423,21.9,31.1,75.1,9,0.289
21-09-2022,58.3,30,20.9,29.5,4.9,7.5,273,0.13,10.04,0,78.6,35,68,10,29.658,29.284,20.7,28.8,77.2,9,0.374
22-09-2022,51.8,45,28.8,29.5,2.8,4.8,277,0.13,10.04,0,71.6,33.5,74,18,29.744,29.376,29.9,31.1,75.6,9,0.368
23-09-2022,43.7,78,36.8,29.7,2.2,3.8,277,0.36,10.26,0,58.9,35.8,92,47,29.875,29.591,16.1,19.6,58.9,9,0.284
24-09-2022,39.5,90,36.7,29.9,1.6,3.1,275,0.69,10.59,0,45.1,33.8,93,76,30.006,29.722,10.4,13.8,45.1,9,0.284
25-09-2022,38.7,79,32.3,30,1.6,3,275,0.69,10.59,0,51.1,28.8,93,55,30.126,29.902,11.5,19.6,51.1,9,0.224
26-09-2022,42.6,72,33.8,30.1,1.7,3.2,275,0.69,10.59,0,53.5,31.3,92,47,30.167,29.987,10.4,13.8,53.5,9,0.18
27-09-2022,43.7,83,39,30.2,1,2.1,275,0.69,10.59,0,47,42.1,90,77,30.215,30.066,5.8,10.4,47,9,0.149
28-09-2022,43.2,88,39.9,30.2,1.1,2.2,275,0.87,10.77,0,47.3,40.6,93,76,30.221,30.108,5.8,8.1,47.3,9,0.113
29-09-2022,44,85,39.6,30.1,1.6,2.9,275,0.92,10.82,0,56.5,33.5,95,58,30.226,29.978,10.4,12.7,56.5,9,0.248
30-09-2022,48.3,61,33.2,29.9,4.8,7.4,256,0.92,10.82,0,62.9,35.2,94,22,30.029,29.626,19.6,26.5,62.9,9,0.403
01-10-2022,44.5,70,35,29.6,4.5,7.2,235,0.25,11.07,0,58,38.3,87,37,29.739,29.443,16.1,28.8,58,10,0.296
02-10-2022,34.9,84,30.4,29.8,2.2,3.7,267,0.54,11.36,0,38.8,31.8,93,63,29.96,29.643,12.7,21.9,38.8,10,0.317
03-10-2022,37.1,79,31.2,30.2,1.9,3.2,266,0.59,11.41,0,44.1,27.2,89,68,30.344,29.96,9.2,11.5,44.1,10,0.384
04-10-2022,46.5,74,37.5,30.1,1.4,2.5,262,0.6,11.42,0,65.6,29.1,93,43,30.384,29.934,11.5,16.1,65.6,10,0.45
05-10-2022,45.7,70,35.1,30,1.3,2.5,271,0.6,11.42,0,61.6,33.1,94,36,30.159,29.874,8.1,12.7,61.6,10,0.285
06-10-2022,41.7,55,23.4,29.9,7.9,12.1,260,0.6,11.42,0,54.7,28.1,93,22,29.991,29.641,32.2,36.8,54.7,10,0.35
07-10-2022,53.7,28,19.5,29.6,13.5,19.2,268,0.6,11.42,0,68.6,42.3,46,13,29.795,29.441,28.8,42.6,72.6,10,0.354
08-10-2022,51.6,37,20.6,29.5,6.7,10.2,267,0.67,11.49,0,67.3,30.9,93,13,29.783,29.241,20.7,27.6,67.3,10,0.542
09-10-2022,27.1,90,24.6,30.2,2.5,4.3,274,0.88,11.7,0,32.1,20.5,93,86,30.491,29.77,11.5,16.1,32.1,10,0.721
10-10-2022,30.9,77,23.6,30.4,0.4,1,274,0.91,11.73,0,52,12.8,90,40,30.584,30.163,5.8,8.1,52,10,0.421
11-10-2022,54.7,20,10.1,29.8,7.2,10.6,252,0.91,11.73,0,67.6,26.3,91,8,30.183,29.61,19.6,28.8,67.6,10,0.573
12-10-2022,53.4,32,21,29.7,6,9,219,0.91,11.73,0,67.4,37.2,66,13,29.893,29.564,26.5,34.5,67.4,10,0.329
13-10-2022,42.6,57,23.2,29.9,4.4,6.4,28,0.91,11.73,0,62.3,25.6,88,11,30.141,29.834,27.6,34.5,62.3,10,0.307
14-10-2022,38.9,36,10.9,30,7.9,12.5,71,0.91,11.73,0,48.2,28.1,87,18,30.276,29.614,27.6,38,48.2,10,0.662
15-10-2022,45.9,24,8.2,30.3,6.3,9.5,62,0.91,11.73,0,62.1,29.5,58,12,30.389,30.136,19.6,27.6,62.1,10,0.253
16-10-2022,50.4,19,3,30.1,4.6,7.2,54,0.91,11.73,0,71.3,28.5,58,4,30.312,29.894,18.4,26.5,70.6,10,0.418
17-10-2022,55.4,14,5,29.9,6.3,9.3,67,0.91,11.73,0,69.6,37.5,28,8,30.136,29.771,17.3,25.3,71,10,0.365
18-10-2022,52.9,18,7.4,29.9,4.6,6.7,60,0.91,11.73,0,68.8,31.8,49,7,30.044,29.754,16.1,25.3,70.3,10,0.29
19-10-2022,46,39,18.4,29.9,1.9,3,77,0.91,11.73,0,72.5,24.7,66,12,30.175,29.621,16.1,20.7,73.8,10,0.554
20-10-2022,55.7,31,24.2,29.4,7.8,11.5,68,0.91,11.73,0,66.1,40.9,49,16,29.641,29.198,25.3,34.5,66.1,10,0.443
21-10-2022,36.7,31,8.2,29.8,11.4,17.3,270,0.91,11.73,0,47.9,29.1,69,19,30.144,29.291,26.5,48.3,47.9,10,0.853
22-10-2022,47.4,30,16.8,30,17.3,24.4,333,0.91,11.73,0,58.9,37.6,41,15,30.164,29.859,34.5,50.6,58.9,10,0.305
23-10-2022,45.3,45,23.9,30.1,10,15.7,325,0.91,11.73,0,55.7,29.1,76,24,30.468,29.781,36.8,56.4,55.7,10,0.687
24-10-2022,43.6,42,16,30.4,4.5,7.2,15,0.91,11.73,0,64,20.5,83,15,30.627,30.109,20.7,32.2,64,10,0.518
25-10-2022,54.2,21,12.8,29.9,7.1,10.4,336,0.91,11.73,0,72.7,31.9,46,7,30.214,29.475,24.2,34.5,72.5,10,0.739
26-10-2022,38.7,55,18.5,29.9,5.3,8.4,14,0.94,11.76,0,54.2,23.8,88,16,30.277,29.438,21.9,32.2,54.2,10,0.839
27-10-2022,26.4,74,18.9,30.3,2.4,3.9,67,0.97,11.79,0,37.3,12.9,88,59,30.442,30.18,12.7,17.3,37.3,10,0.262
28-10-2022,44.1,48,25,30,6.1,9.7,308,0.98,11.8,0,56.5,30.4,71,32,30.184,29.841,20.7,24.2,56.5,10,0.343
29-10-2022,48.1,42,24.2,29.8,9,13.1,336,0.98,11.8,0,61.8,32.9,82,23,29.893,29.623,26.5,28.8,61.8,10,0.27
30-10-2022,25.4,82,20.6,30.1,2,3.7,64,0.98,11.8,0,32.9,22.4,88,71,30.27,29.869,8.1,11.5,32.9,10,0.401
31-10-2022,38.3,45,13.9,29.8,11.1,16.5,307,1.01,11.83,0,49.9,22.4,91,15,30.135,29.306,34.5,57.5,49.9,10,0.829
01-11-2022,50.4,26,17,29.3,19.9,29.3,259,0,11.83,0,59.3,44.6,31,20,29.411,29.24,39.1,62.1,59.3,11,0.171
02-11-2022,42.9,55,24.8,29.7,7.1,10.3,180,0,11.83,0,60.7,26.4,89,22,30.086,29.389,26.5,34.5,60.7,11,0.697
03-11-2022,49.7,33,19.5,29.8,11.2,15.7,241,0,11.83,0,60.1,26,91,17,29.925,29.558,23,34.5,60.1,11,0.367
04-11-2022,42.9,63,30,29.6,3.7,6,239,0.13,11.96,0,50.4,37,87,35,29.704,29.594,20.7,29.9,50.4,11,0.11
05-11-2022,35.5,86,31.6,29.8,3.2,4.8,34,0.34,12.17,0,48.5,29.7,94,46,29.936,29.704,11.5,20.7,48.5,11,0.232
06-11-2022,38.9,59,24.1,29.9,6.2,8.8,313,0.35,12.18,0,49.5,28.8,93,29,30.044,29.751,19.6,26.5,49.5,11,0.293
07-11-2022,26.5,86,23,30.3,0.9,1.6,55,0.59,12.42,0,32.1,15.2,90,78,30.382,30.044,6.9,10.4,32.1,11,0.338
08-11-2022,27,58,11.7,30.3,1.7,2.8,340,0.78,12.62,0,50.4,4.3,86,19,30.496,30.085,12.7,17.3,50.4,11,0.411
09-11-2022,31.5,54,14.1,30.1,3.6,5.5,25,0.78,12.62,0,52.8,14.1,81,11,30.307,29.846,17.3,26.5,52.8,11,0.461
10-11-2022,45,36,18.6,29.8,7.5,11.4,2,0.78,12.62,0,55.1,29.5,66,23,29.981,29.66,19.6,31.1,55.1,11,0.321
11-11-2022,39.7,41,16.4,29.9,6.6,10.3,7,0.78,12.62,0,49.5,27.3,70,25,30.221,29.711,25.3,40.3,49.5,11,0.51
12-11-2022,36.1,49,14.9,30.3,2.9,4.7,2,0.78,12.62,0,56.5,18,85,15,30.459,29.943,13.8,21.9,56.5,11,0.516
13-11-2022,47,32,17,30,5.3,7.9,19,0.78,12.62,0,59.8,32.8,58,18,30.19,29.819,18.4,26.5,59.8,11,0.371
14-11-2022,48.8,24,13.3,29.8,10.3,15.1,39,0.78,12.62,0,58.9,40.9,36,17,29.937,29.66,23,36.8,58.9,11,0.277
15-11-2022,39.9,37,14.3,30,6.5,9.9,38,0.78,12.62,0,53.5,24.4,72,14,30.206,29.82,21.9,33.4,53.5,11,0.386
16-11-2022,50.8,26,16.7,29.6,12.2,17.6,20,0.78,12.62,0,59.8,45.8,39,19,29.82,29.462,29.9,40.3,59.7,11,0.358
17-11-2022,41.9,56,26.3,29.5,6.3,9.7,357,0.82,12.66,0,51.1,26.1,82,31,29.88,29.274,21.9,31.1,51.1,11,0.606
18-11-2022,30.3,31,2,30.2,11.8,16.9,323,0.82,12.66,0,37.5,22.4,65,20,30.301,29.88,24.2,35.7,37.5,11,0.421
19-11-2022,40,17,-2.1,30,11.2,16.2,336,0.82,12.66,0,49.9,29.3,32,10,30.213,29.793,28.8,41.4,49.9,11,0.42
20-11-2022,45,14,-2.5,29.7,18.5,27.4,274,0.82,12.66,0,51.7,39.2,44,9,29.795,29.602,35.7,50.6,51.7,11,0.193
21-11-2022,38.3,66,27.1,30.1,6.8,10.6,223,0.83,12.67,0,46.2,30.6,86,36,30.258,29.78,20.7,34.5,46.2,11,0.478
22-11-2022,48.6,48,29.7,30.1,11.8,17,251,0.83,12.67,0,55.7,43.5,58,36,30.2,30.03,26.5,38,55.7,11,0.17
23-11-2022,51.6,37,25,29.9,9.5,14,292,0.83,12.67,0,59.9,45.5,57,21,30.1,29.6,25.3,39.1,59.9,11,0.5
24-11-2022,50,34,21.3,29.7,11.4,17,323,0.83,12.67,0,59.6,40.5,72,18,29.831,29.507,31.1,42.6,59.6,11,0.324
25-11-2022,48,27,13.7,30,9.5,14,352,0.83,12.67,0,56,42.5,44,12,30.076,29.807,23,32.2,56,11,0.269
26-11-2022,52.5,24,16.3,29.9,6.3,9.3,16,0.83,12.67,0,63.5,42.2,43,15,30.074,29.681,20.7,29.9,63.5,11,0.393
27-11-2022,53.1,20,12.5,29.5,6.7,10,29,0.83,12.67,0,66,37.8,35,11,29.712,29.32,19.6,34.5,66,11,0.392
28-11-2022,30.2,78,23.7,30.1,2,3.5,59,0.83,12.67,0,41.1,19.5,89,31,30.374,29.552,11.5,16.1,41.1,11,0.822
29-11-2022,42.4,35,14.7,30,10.2,14.7,337,0.83,12.67,0,55,19.4,88,19,30.256,29.801,26.5,38,55,11,0.455
30-11-2022,38.2,39,11.7,30.1,6.7,9.9,16,0.83,12.67,0,52.6,15.9,80,18,30.321,29.81,25.3,33.4,52.6,11,0.511
01-12-2022,42.2,38,17.6,29.9,10.1,14,34,0,12.67,0,52,28.8,64,26,30.042,29.751,23,33.4,52,12,0.291
02-12-2022,44.2,36,16.9,29.9,8.4,12.3,30,0,12.67,0,55.1,26.1,72,21,30.068,29.729,23,34.5,55.1,12,0.339
03-12-2022,46.5,33,17.6,29.5,9.7,14.8,359,0,12.67,0,55.9,33.2,86,18,29.748,29.345,31.1,41.4,55.9,12,0.403
04-12-2022,25.5,40,4.2,29.9,8.3,12.5,292,0,12.67,0,33.5,20.3,86,26,30.239,29.418,25.3,38,33.5,12,0.821
05-12-2022,28.6,29,0.2,30.3,9.8,14.6,311,0,12.67,0,42.8,20,41,20,30.368,30.147,21.9,29.9,42.8,12,0.221
06-12-2022,21.4,36,-2,30.5,5.2,8.3,330,0,12.67,0,29,15.7,55,21,30.596,30.249,23,25.3,29,12,0.347
07-12-2022,25.6,34,1,30.4,5.6,8.9,291,0,12.67,0,36.2,14.6,41,25,30.589,30.226,18.4,27.6,36.1,12,0.363
08-12-2022,39.1,20,1,30.2,10,15,10,0,12.67,0,45.8,33.8,36,13,30.252,30.12,21.9,33.4,45.8,12,0.132
09-12-2022,41.9,13,-5.3,30.2,9.4,13.7,52,0,12.67,0,49.6,33.7,18,10,30.347,30.149,20.7,26.5,49.6,12,0.198
10-12-2022,41.1,13,-7.4,30.3,8.8,13.3,71,0,12.67,0,52,26,21,7,30.49,30.148,171.4,222,52,12,0.342
11-12-2022,43.7,15,-3.3,30.2,17.4,31.5,103,0,12.67,0,53.9,26.3,34,8,30.405,30.113,176,249.6,53.9,12,0.292
12-12-2022,44.2,24,7.3,30.2,17.3,33.7,82,0,12.67,0,59.5,23.5,42,13,30.398,29.827,159.9,222,59.5,12,0.571
13-12-2022,40.9,26,3.7,29.9,10.7,22.8,84,0,12.67,0,50.8,26.6,84,11,30.045,29.782,181.7,210.5,50.8,12,0.263
14-12-2022,26,57,10.7,30.2,0.1,0.5,79,0.1,12.77,0,34,15.6,86,24,30.416,30.022,35.7,52.9,34,12,0.394
15-12-2022,41,18,0.4,29.9,12.4,24.2,78,0.1,12.77,0,48.9,30.3,27,13,30.173,29.697,135.7,166.8,48.9,12,0.476
16-12-2022,36.1,31,4.1,29.7,0,0,83,0.1,12.77,0,43.5,24.5,79,10,29.897,29.617,0,10.4,43.5,12,0.28
17-12-2022,31.4,50,11.6,29.9,2.4,7.2,78,0.1,12.77,0,41.8,20.6,84,22,30.084,29.817,51.8,80.5,41.8,12,0.267
18-12-2022,39.3,35,13.6,29.9,3.8,11.3,80,0.1,12.77,0,45.1,32.7,42,25,29.947,29.836,55.2,100.1,45.1,12,0.111
19-12-2022,41.1,32,13,29.9,0,0,85,0.1,12.77,0,51.4,29.4,52,20,30.031,29.765,0,3.5,51.4,12,0.266
20-12-2022,42.4,25,8.6,29.6,2.7,8.4,77,0.1,12.77,0,51.6,26.4,50,16,29.826,29.468,81.7,117.3,51.6,12,0.358
21-12-2022,15.3,75,8.7,30,0.1,0.2,77,0.11,12.78,0,32.2,1.7,83,44,30.339,29.542,24.2,50.6,32.2,12,0.797
22-12-2022,22.3,54,6.6,30.2,0.3,1.5,77,0.11,12.78,0,32.2,1.7,85,32,30.419,29.906,50.6,67.9,32.2,12,0.513
23-12-2022,25.7,67,15.8,29.9,0,0.1,86,0.11,12.78,0,31.3,7.4,88,40,30.238,29.778,12.7,42.6,31.3,12,0.46
24-12-2022,23.6,30,-4.7,30.1,0,0,76,0.11,12.78,0,30.4,6,76,15,30.334,29.996,1.2,13.8,30.4,12,0.338
25-12-2022,30.6,61,18.5,29.9,0,0,74,0.11,12.78,0,35.9,27.5,81,40,29.996,29.817,0,0,35.9,12,0.179
26-12-2022,32.7,40,9.8,30,0,0,73,0.11,12.78,0,39.2,26.6,81,23,30.171,29.897,0,0,39.2,12,0.274
27-12-2022,35.5,28,5.5,30,0,0,73,0.11,12.78,0,39.3,30.9,39,22,30.148,29.966,0,0,39.3,12,0.182
28-12-2022,40,20,2.3,30,0,0,73,0.11,12.78,0,44.3,36,28,16,30.08,29.803,0,0,44.3,12,0.277
29-12-2022,45.5,16,2,29.8,0,0,73,0.11,12.78,0,53.3,39.2,22,11,29.885,29.694,0,0,53.3,12,0.191
30-12-2022,43.9,20,-0.2,29.7,0,0,73,0.11,12.78,0,54.5,19.1,72,7,30.032,29.536,0,0,54.5,12,0.496
31-12-2022,20.7,63,9.2,30.2,0,0,74,0.11,12.78,0,35.6,12.4,79,15,30.459,30.016,0,0,35.6,12,0.443
01-01-2022,34.6,25,0.3,30.2,0,0,73,0,0,0,44.1,22.5,48,13,30.292,30.069,0,0,44.1,1,0.223
02-01-2022,29.7,24,-8.5,30.3,0,0,73,0,0,0,46.2,13.8,57,6,30.465,30.163,0,0,46.2,1,0.302
03-01-2022,35.9,17,-7.1,30.2,0,0,73,0,0,0,51.6,13.8,38,8,30.449,29.974,0,0,51.6,1,0.475
04-01-2022,35.9,23,0.7,30.1,0,0,73,0,0,0,50.8,15.6,42,12,30.331,29.929,0,0,50.8,1,0.402
05-01-2022,43.1,26,10.2,30,0,0,73,0,0,0,51.3,20.5,41,18,30.19,29.922,0,0,51.3,1,0.268
06-01-2022,41.3,41,18.7,29.9,0,0,73,0,0,0,50.7,27.3,68,27,29.997,29.719,0,0,50.7,1,0.278
07-01-2022,37.5,40,14.4,29.9,0,0,73,0,0,0,46.2,28.8,68,27,30.044,29.689,0,0,42.3,1,0.355
08-01-2022,46.9,19,4.9,29.8,0,0,73,0,0,0,56,28.8,40,8,29.991,29.7,0,0,56,1,0.291
09-01-2022,47.6,41,25,29.6,3.5,5.2,291,0,0,0,53.9,36.6,53,31,29.715,29.389,29.9,44.9,53.9,1,0.326
10-01-2022,39.5,54,23.3,29.4,6,8.7,283,0.03,0.03,0,56,27.3,83,38,29.704,29.247,19.6,27.6,46.8,1,0.457
11-01-2022,26.7,41,5.6,30,9.9,14.8,283,0.03,0.03,0,31.6,21.8,60,27,30.194,29.696,24.2,35.7,31.6,1,0.498
12-01-2022,32.5,51,15.8,30.1,10.6,15.4,283,0.03,0.03,0,41.9,21.8,76,30,30.308,29.91,25.3,42.6,41.9,1,0.398
13-01-2022,32.2,44,12.4,30.3,7.7,11.5,282,0.03,0.03,0,35.6,26.3,50,37,30.313,30.159,18.4,32.2,35.6,1,0.154
14-01-2022,38,30,7.3,30.2,7.1,10.8,283,0.03,0.03,0,50.1,23.5,60,15,30.348,30.008,24.2,33.4,50.1,1,0.34
15-01-2022,16,77,10.1,30.5,2.5,4.5,283,0.04,0.04,0,50.1,-1.2,87,54,30.822,30.081,13.8,18.4,30.2,1,0.741
16-01-2022,13.8,51,-3.6,30.7,1,1.9,283,0.05,0.05,0,39.1,-5.6,76,13,30.979,30.205,11.5,17.3,39.1,1,0.774
17-01-2022,35.7,20,-3.2,30.3,4.8,7.2,282,0.05,0.05,0,49.2,19.9,49,9,30.523,30.029,17.3,29.9,49.2,1,0.494
18-01-2022,36.8,17,-5.5,29.9,10.4,11.2,286,0.05,0.05,0,55.1,11.6,31,4,30.13,29.807,23,33.4,55.1,1,0.323
19-01-2022,48.1,24,12.9,29.6,6.2,9,282,0.05,0.05,0,56.7,39.9,31,6,29.867,29.441,17.3,26.5,56.7,1,0.426
20-01-2022,35.7,54,18.8,29.6,3.4,5.8,283,0.05,0.05,0,50.7,23.5,89,27,29.812,29.523,11.5,18.4,50.7,1,0.289
21-01-2022,18.7,79,13.2,30,4.3,6.8,283,0.05,0.05,0,23.5,16.1,89,56,30.167,29.669,16.1,27.6,23.5,1,0.498
22-01-2022,23.7,34,-1.4,30.2,11.5,17,283,0.07,0.07,0,31,17.3,56,21,30.248,30.111,23,32.2,31,1,0.137
23-01-2022,25.4,36,1.9,30.3,7.9,11.5,283,0.07,0.07,0,31.3,18.8,54,25,30.389,30.174,19.6,29.9,31.3,1,0.215
24-01-2022,35.6,25,2.7,30.2,12,17.2,283,0.07,0.07,0,42.3,26.9,34,17,30.317,30.015,31.1,40.3,42.3,1,0.302
25-01-2022,42.8,15,-3.2,29.7,7.1,10.3,282,0.07,0.07,0,52.2,32.4,52,9,30.043,29.479,20.7,27.6,52.2,1,0.564
26-01-2022,25.2,44,5.1,30,6.9,10.5,283,0.07,0.07,0,33.2,18.6,75,24,30.33,29.575,23,33.4,33.1,1,0.755
27-01-2022,27.5,32,1.1,30.3,12.4,19.2,283,0.07,0.07,0,36,21,41,19,30.378,30.175,24.2,40.3,36,1,0.203
28-01-2022,34.2,39,11,30.3,11.5,18,283,0.07,0.07,0,44.8,27.6,49,24,30.48,30.152,35.7,50.6,44.8,1,0.328
29-01-2022,40.4,33,11.8,30.3,8.1,12.2,282,0.07,0.07,0,50.8,33.2,53,15,30.368,30.098,18.4,28.8,50.8,1,0.27
30-01-2022,46.4,19,5.5,29.8,11.8,17.7,282,0.07,0.07,0,55.1,39.1,24,13,30.118,29.569,28.8,44.9,55.1,1,0.549
31-01-2022,39.2,35,11,29.7,13.4,19.5,282,0.07,0.07,0,48.2,18.9,84,21,29.998,29.555,34.5,44.9,48.2,1,0.443
02-02-2022,40.5,47,21.8,29.9,10.9,16.2,282,0.02,0.09,0,41.6,30.3,69,42,30.197,29.787,24.2,35.7,41.6,2,0.41
03-02-2022,39.3,46,19.5,29.7,11.9,18.3,284,0.02,0.09,0,46.1,33.5,79,27,29.821,29.614,31.1,42.6,46.1,2,0.207
04-02-2022,40.9,43,19.8,29.8,14.7,23.1,284,0.02,0.09,0,46.7,34.4,63,31,29.908,29.574,29.9,43.7,46.7,2,0.334
05-02-2022,33.8,62,21,29.8,8.1,12.5,282,0.06,0.13,0,42.1,21.1,85,28,30.002,29.513,28.8,46,42.1,2,0.489
06-02-2022,31.2,44,10.7,30,6.1,9.5,283,0.06,0.13,0,41.1,20.8,83,24,30.166,29.839,15,24.2,41.1,2,0.327
07-02-2022,35.8,38,12.4,30.1,11.6,16.8,282,0.06,0.13,0,46,28.2,49,26,30.219,30.058,26.5,42.6,46,2,0.161
08-02-2022,40.8,38,16.4,30,10.1,15.9,282,0.06,0.13,0,50.5,35.5,48,24,30.16,29.817,23,35.7,50.5,2,0.343
09-02-2022,34.6,49,14.6,29.8,11.6,17,282,0.06,0.13,0,50.5,10.7,82,16,29.994,29.524,31.1,38,50.5,2,0.47
10-02-2022,15.2,74,8.1,30,2.8,4.4,283,0.08,0.15,0,28.2,4.8,81,39,30.244,29.81,12.7,19.6,28.2,2,0.434
11-02-2022,21.8,40,0.1,30.1,6.6,9.9,283,0.09,0.16,0,34.3,4.3,70,25,30.262,29.969,20.7,32.2,34.3,2,0.293
12-02-2022,18.9,70,10.4,30.1,1.8,3.1,283,0.09,0.16,0,31,12.8,85,51,30.264,29.957,10.4,12.7,31,2,0.307
13-02-2022,32.2,61,19.2,30.2,7.3,10.7,282,0.18,0.25,0,41.8,18.3,89,38,30.292,30.022,19.6,31.1,41.8,2,0.27
14-02-2022,39.2,42,17.9,29.8,11.6,17.4,282,0.18,0.25,0,45.4,33.1,70,31,30.058,29.679,27.6,44.9,45.4,2,0.379
15-02-2022,29.7,52,13.7,29.9,6.2,9.5,283,0.18,0.25,0,37.6,13.8,82,34,30.33,29.608,15,26.5,37.6,2,0.722
16-02-2022,27.9,34,1.2,30.1,13.7,19.4,283,0.18,0.25,0,38.2,10.5,81,19,30.368,29.842,29.9,42.6,38.2,2,0.526
17-02-2022,34.2,25,1.3,29.9,14.2,21.3,282,0.18,0.25,0,44.2,25.3,38,16,30.015,29.607,38,42.6,44.2,2,0.408
18-02-2022,40.6,30,8,29.4,14.4,21.7,282,0.18,0.25,0,49.8,19.7,84,17,29.607,29.199,32.2,49.5,49.8,2,0.408
19-02-2022,8.5,74,1.9,29.7,4.4,7,283,0.18,0.25,0,19.7,-2.2,85,55,30.025,29.442,12.7,17.3,19.7,2,0.583
20-02-2022,5.4,63,-5,30.3,3.4,5.2,283,0.29,0.36,0,21.8,-9.3,76,30,30.557,30.024,16.1,25.3,21.8,2,0.533
21-02-2022,11,57,-2.8,30.4,2.3,3.9,283,0.33,0.4,0,28.2,-4.1,76,19,30.585,30.278,16.1,24.2,28.2,2,0.307
22-02-2022,13.7,67,3.6,30.2,3.3,5.1,283,0.33,0.4,0,34.9,-1.4,81,27,30.361,29.984,19.6,26.5,34.9,2,0.377
23-02-2022,18.8,71,10.4,30.1,2.1,3.5,283,0.34,0.41,0,28.1,6.9,85,34,30.322,29.959,9.2,11.5,28.1,2,0.363
